CONSECUTIVO,CATEGORIA,TIPO ACTIVO,ESTADO FISICO,RESPONSABLE,MARCA / MODELO,DESCRIPCION,CODIGO BARRAS PENDULUM,UBICACION FISICA,SERIE DEL EQUIPO,OBSERVACIONES,NUMERO DE FACTURA,FECHA DE COMPRA,IDPROVEEDOR,,,
29,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21922,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
30,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21923,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
31,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21924,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
32,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21925,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
33,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21926,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
34,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21927,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
35,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21928,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
36,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21929,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
37,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21930,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
38,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21931,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
39,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21932,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
40,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21933,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
41,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21934,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
42,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21935,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
43,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21936,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
44,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21937,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
45,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21938,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
46,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21939,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
